player_name,draft_year_x,height,wingspan,vertical,lane_agility,sprint_time,draft_year_y,gp,ts_pct,usg_pct,BPM
fred jones,2002,74.25,84.0,33.5,11.12,3.13,2002.0,52,0.536,0.129,-2.4
fred jones,2002,74.25,84.0,33.5,11.12,3.13,2002.0,52,0.536,0.129,-1.3
fred jones,2002,74.25,84.0,33.5,11.12,3.13,2002.0,52,0.536,0.129,-2.7
tito maddox,2002,75.0,77.0,27.0,12.2,3.24,2002.0,9,0.354,0.237,-1.4
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,76,0.447,0.162,-6.0
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,76,0.447,0.162,-2.2
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,76,0.447,0.162,-3.0
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,76,0.447,0.162,-6.5
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,76,0.447,0.162,-2.6
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,76,0.447,0.162,-3.4
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,76,0.447,0.162,-2.3
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,76,0.447,0.162,-3.9
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,76,0.447,0.162,-3.5
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,72,0.505,0.185,-6.0
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,72,0.505,0.185,-2.2
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,72,0.505,0.185,-3.0
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,72,0.505,0.185,-6.5
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,72,0.505,0.185,-2.6
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,72,0.505,0.185,-3.4
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,72,0.505,0.185,-2.3
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,72,0.505,0.185,-3.9
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,72,0.505,0.185,-3.5
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,48,0.471,0.22,-6.0
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,48,0.471,0.22,-2.2
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,48,0.471,0.22,-3.0
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,48,0.471,0.22,-6.5
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,48,0.471,0.22,-2.6
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,48,0.471,0.22,-3.4
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,48,0.471,0.22,-2.3
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,48,0.471,0.22,-3.9
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,48,0.471,0.22,-3.5
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,47,0.471,0.225,-6.0
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,47,0.471,0.225,-2.2
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,47,0.471,0.225,-3.0
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,47,0.471,0.225,-6.5
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,47,0.471,0.225,-2.6
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,47,0.471,0.225,-3.4
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,47,0.471,0.225,-2.3
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,47,0.471,0.225,-3.9
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,47,0.471,0.225,-3.5
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,71,0.5,0.188,-6.0
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,71,0.5,0.188,-2.2
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,71,0.5,0.188,-3.0
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,71,0.5,0.188,-6.5
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,71,0.5,0.188,-2.6
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,71,0.5,0.188,-3.4
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,71,0.5,0.188,-2.3
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,71,0.5,0.188,-3.9
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,71,0.5,0.188,-3.5
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,25,0.452,0.153,-6.0
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,25,0.452,0.153,-2.2
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,25,0.452,0.153,-3.0
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,25,0.452,0.153,-6.5
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,25,0.452,0.153,-2.6
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,25,0.452,0.153,-3.4
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,25,0.452,0.153,-2.3
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,25,0.452,0.153,-3.9
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,25,0.452,0.153,-3.5
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,7,0.409,0.113,-6.0
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,7,0.409,0.113,-2.2
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,7,0.409,0.113,-3.0
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,7,0.409,0.113,-6.5
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,7,0.409,0.113,-2.6
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,7,0.409,0.113,-3.4
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,7,0.409,0.113,-2.3
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,7,0.409,0.113,-3.9
kareem rush,2002,76.75,81.75,26.0,11.86,3.22,2002.0,7,0.409,0.113,-3.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,64,0.502,0.145,-1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,64,0.502,0.145,-0.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,64,0.502,0.145,-0.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,64,0.502,0.145,-2.7
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,64,0.502,0.145,-0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,64,0.502,0.145,-0.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,64,0.502,0.145,0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,64,0.502,0.145,-0.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,64,0.502,0.145,1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,64,0.502,0.145,1.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,64,0.502,0.145,0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,64,0.502,0.145,3.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,64,0.502,0.145,-0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,64,0.502,0.145,-3.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,64,0.502,0.145,-2.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,64,0.502,0.145,-1.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,64,0.502,0.145,-2.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,64,0.502,0.145,-1.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,64,0.502,0.145,-3.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,77,0.485,0.161,-1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,77,0.485,0.161,-0.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,77,0.485,0.161,-0.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,77,0.485,0.161,-2.7
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,77,0.485,0.161,-0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,77,0.485,0.161,-0.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,77,0.485,0.161,0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,77,0.485,0.161,-0.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,77,0.485,0.161,1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,77,0.485,0.161,1.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,77,0.485,0.161,0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,77,0.485,0.161,3.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,77,0.485,0.161,-0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,77,0.485,0.161,-3.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,77,0.485,0.161,-2.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,77,0.485,0.161,-1.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,77,0.485,0.161,-2.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,77,0.485,0.161,-1.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,77,0.485,0.161,-3.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,58,0.511,0.129,-1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,58,0.511,0.129,-0.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,58,0.511,0.129,-0.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,58,0.511,0.129,-2.7
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,58,0.511,0.129,-0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,58,0.511,0.129,-0.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,58,0.511,0.129,0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,58,0.511,0.129,-0.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,58,0.511,0.129,1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,58,0.511,0.129,1.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,58,0.511,0.129,0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,58,0.511,0.129,3.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,58,0.511,0.129,-0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,58,0.511,0.129,-3.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,58,0.511,0.129,-2.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,58,0.511,0.129,-1.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,58,0.511,0.129,-2.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,58,0.511,0.129,-1.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,58,0.511,0.129,-3.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,82,0.508,0.163,-1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,82,0.508,0.163,-0.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,82,0.508,0.163,-0.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,82,0.508,0.163,-2.7
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,82,0.508,0.163,-0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,82,0.508,0.163,-0.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,82,0.508,0.163,0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,82,0.508,0.163,-0.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,82,0.508,0.163,1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,82,0.508,0.163,1.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,82,0.508,0.163,0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,82,0.508,0.163,3.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,82,0.508,0.163,-0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,82,0.508,0.163,-3.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,82,0.508,0.163,-2.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,82,0.508,0.163,-1.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,82,0.508,0.163,-2.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,82,0.508,0.163,-1.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,82,0.508,0.163,-3.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.5529999999999999,0.155,-1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.5529999999999999,0.155,-0.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.5529999999999999,0.155,-0.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.5529999999999999,0.155,-2.7
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.5529999999999999,0.155,-0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.5529999999999999,0.155,-0.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.5529999999999999,0.155,0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.5529999999999999,0.155,-0.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.5529999999999999,0.155,1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.5529999999999999,0.155,1.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.5529999999999999,0.155,0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.5529999999999999,0.155,3.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.5529999999999999,0.155,-0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.5529999999999999,0.155,-3.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.5529999999999999,0.155,-2.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.5529999999999999,0.155,-1.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.5529999999999999,0.155,-2.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.5529999999999999,0.155,-1.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.5529999999999999,0.155,-3.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.556,0.1939999999999999,-1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.556,0.1939999999999999,-0.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.556,0.1939999999999999,-0.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.556,0.1939999999999999,-2.7
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.556,0.1939999999999999,-0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.556,0.1939999999999999,-0.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.556,0.1939999999999999,0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.556,0.1939999999999999,-0.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.556,0.1939999999999999,1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.556,0.1939999999999999,1.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.556,0.1939999999999999,0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.556,0.1939999999999999,3.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.556,0.1939999999999999,-0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.556,0.1939999999999999,-3.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.556,0.1939999999999999,-2.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.556,0.1939999999999999,-1.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.556,0.1939999999999999,-2.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.556,0.1939999999999999,-1.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.556,0.1939999999999999,-3.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.58,0.216,-1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.58,0.216,-0.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.58,0.216,-0.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.58,0.216,-2.7
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.58,0.216,-0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.58,0.216,-0.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.58,0.216,0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.58,0.216,-0.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.58,0.216,1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.58,0.216,1.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.58,0.216,0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.58,0.216,3.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.58,0.216,-0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.58,0.216,-3.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.58,0.216,-2.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.58,0.216,-1.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.58,0.216,-2.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.58,0.216,-1.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,79,0.58,0.216,-3.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.5529999999999999,0.203,-1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.5529999999999999,0.203,-0.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.5529999999999999,0.203,-0.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.5529999999999999,0.203,-2.7
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.5529999999999999,0.203,-0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.5529999999999999,0.203,-0.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.5529999999999999,0.203,0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.5529999999999999,0.203,-0.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.5529999999999999,0.203,1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.5529999999999999,0.203,1.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.5529999999999999,0.203,0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.5529999999999999,0.203,3.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.5529999999999999,0.203,-0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.5529999999999999,0.203,-3.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.5529999999999999,0.203,-2.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.5529999999999999,0.203,-1.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.5529999999999999,0.203,-2.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.5529999999999999,0.203,-1.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,81,0.5529999999999999,0.203,-3.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,73,0.51,0.209,-1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,73,0.51,0.209,-0.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,73,0.51,0.209,-0.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,73,0.51,0.209,-2.7
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,73,0.51,0.209,-0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,73,0.51,0.209,-0.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,73,0.51,0.209,0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,73,0.51,0.209,-0.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,73,0.51,0.209,1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,73,0.51,0.209,1.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,73,0.51,0.209,0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,73,0.51,0.209,3.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,73,0.51,0.209,-0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,73,0.51,0.209,-3.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,73,0.51,0.209,-2.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,73,0.51,0.209,-1.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,73,0.51,0.209,-2.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,73,0.51,0.209,-1.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,73,0.51,0.209,-3.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,46,0.471,0.144,-1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,46,0.471,0.144,-0.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,46,0.471,0.144,-0.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,46,0.471,0.144,-2.7
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,46,0.471,0.144,-0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,46,0.471,0.144,-0.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,46,0.471,0.144,0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,46,0.471,0.144,-0.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,46,0.471,0.144,1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,46,0.471,0.144,1.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,46,0.471,0.144,0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,46,0.471,0.144,3.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,46,0.471,0.144,-0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,46,0.471,0.144,-3.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,46,0.471,0.144,-2.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,46,0.471,0.144,-1.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,46,0.471,0.144,-2.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,46,0.471,0.144,-1.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,46,0.471,0.144,-3.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,76,0.509,0.147,-1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,76,0.509,0.147,-0.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,76,0.509,0.147,-0.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,76,0.509,0.147,-2.7
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,76,0.509,0.147,-0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,76,0.509,0.147,-0.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,76,0.509,0.147,0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,76,0.509,0.147,-0.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,76,0.509,0.147,1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,76,0.509,0.147,1.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,76,0.509,0.147,0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,76,0.509,0.147,3.2
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,76,0.509,0.147,-0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,76,0.509,0.147,-3.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,76,0.509,0.147,-2.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,76,0.509,0.147,-1.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,76,0.509,0.147,-2.4
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,76,0.509,0.147,-1.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,76,0.509,0.147,-3.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,78,0.462,0.129,-1.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,78,0.462,0.129,-0.8
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,78,0.462,0.129,-0.9
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,78,0.462,0.129,-2.7
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,78,0.462,0.129,-0.5
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,78,0.462,0.129,-0.6
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,78,0.462,0.129,0.3
john salmons,2002,77.5,82.25,30.5,11.35,3.25,2002.0,78,0.462,0.129,-0.2
